epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.72974E+12,2024-10-23T21.59.26.827,2.88,0.305,-2.195,3.293
1.72974E+12,2024-10-23T21.59.26.837,2.89,1.098,-3.11,4.695
1.72974E+12,2024-10-23T21.59.26.847,2.9,1.951,-2.988,5.671
1.72974E+12,2024-10-23T21.59.26.857,2.91,2.012,-1.951,6.037
1.72974E+12,2024-10-23T21.59.26.867,2.92,1.768,-0.793,5.549
1.72974E+12,2024-10-23T21.59.26.877,2.93,1.159,0.244,4.39
1.72974E+12,2024-10-23T21.59.26.887,2.94,0.427,0.671,3.171
1.72974E+12,2024-10-23T21.59.26.897,2.95,-0.122,0.793,2.439
1.72974E+12,2024-10-23T21.59.26.907,2.96,-0.671,1.28,2.317
1.72974E+12,2024-10-23T21.59.26.917,2.97,-0.915,2.439,1.829
1.72974E+12,2024-10-23T21.59.26.927,2.98,-1.037,3.293,0.915
1.72974E+12,2024-10-23T21.59.26.937,2.99,-1.646,3.841,0.061
1.72974E+12,2024-10-23T21.59.26.947,3,-2.5,5.61,-0.671
1.72974E+12,2024-10-23T21.59.26.957,3.01,-3.72,8.659,-0.976
1.72974E+12,2024-10-23T21.59.26.967,3.02,-5.244,11.89,-0.366
1.72974E+12,2024-10-23T21.59.26.977,3.03,-7.012,14.695,0.488
1.72974E+12,2024-10-23T21.59.26.987,3.04,-8.659,17.927,1.22
1.72974E+12,2024-10-23T21.59.26.997,3.05,-10.915,23.598,1.829
1.72974E+12,2024-10-23T21.59.27.007,3.06,-13.902,31.829,2.866
1.72974E+12,2024-10-23T21.59.27.017,3.07,-17.988,41.341,4.634
1.72974E+12,2024-10-23T21.59.27.027,3.08,-23.659,52.622,8.232
1.72974E+12,2024-10-23T21.59.27.037,3.09,-29.085,68.72,11.402
1.72974E+12,2024-10-23T21.59.27.047,3.1,-32.744,88.11,11.829
1.72974E+12,2024-10-23T21.59.27.057,3.11,-35.427,105.122,11.707
1.72974E+12,2024-10-23T21.59.27.067,3.12,-38.293,114.695,12.622
1.72974E+12,2024-10-23T21.59.27.077,3.13,-39.573,120.549,13.659
1.72974E+12,2024-10-23T21.59.27.087,3.14,-38.11,126.402,15.671
1.72974E+12,2024-10-23T21.59.27.097,3.15,-35,129.573,19.451
1.72974E+12,2024-10-23T21.59.27.107,3.16,-30.671,130.854,23.841
1.72974E+12,2024-10-23T21.59.27.117,3.17,-25.305,132.195,28.232
1.72974E+12,2024-10-23T21.59.27.127,3.18,-19.817,131.768,32.012
1.72974E+12,2024-10-23T21.59.27.137,3.19,-14.878,129.085,35.183
1.72974E+12,2024-10-23T21.59.27.147,3.2,-9.573,128.476,37.073
1.72974E+12,2024-10-23T21.59.27.157,3.21,-4.817,127.317,38.11
1.72974E+12,2024-10-23T21.59.27.167,3.22,-1.768,123.354,38.415
1.72974E+12,2024-10-23T21.59.27.177,3.23,-0.122,119.146,38.232
1.72974E+12,2024-10-23T21.59.27.187,3.24,1.28,117.195,36.951
1.72974E+12,2024-10-23T21.59.27.197,3.25,2.317,117.561,34.878
1.72974E+12,2024-10-23T21.59.27.207,3.26,1.951,118.171,33.232
1.72974E+12,2024-10-23T21.59.27.217,3.27,0.976,118.598,31.524
1.72974E+12,2024-10-23T21.59.27.227,3.28,-1.22,116.341,30.549
1.72974E+12,2024-10-23T21.59.27.237,3.29,-4.329,112.622,29.39
1.72974E+12,2024-10-23T21.59.27.247,3.3,-7.073,111.585,26.768
1.72974E+12,2024-10-23T21.59.27.257,3.31,-9.573,112.622,23.476
1.72974E+12,2024-10-23T21.59.27.267,3.32,-12.866,111.463,21.768
1.72974E+12,2024-10-23T21.59.27.277,3.33,-17.317,106.28,22.805
1.72974E+12,2024-10-23T21.59.27.287,3.34,-21.463,102.439,24.024
1.72974E+12,2024-10-23T21.59.27.297,3.35,-25.122,99.939,24.39
1.72974E+12,2024-10-23T21.59.27.307,3.36,-28.72,95.244,24.268
1.72974E+12,2024-10-23T21.59.27.317,3.37,-31.098,91.89,21.951
1.72974E+12,2024-10-23T21.59.27.327,3.38,-32.012,89.573,17.378
